0.2,11.959,1.2169,0,0.4,-0.52,1
3.2,11.971,1.1623,0,0.56,0.04,1
6.2,11.971,1.1623,0,0.56,0.04,1
9.2,11.971,1.1623,0,0.56,8.3267e-17,1
12.2,11.971,1.1623,0,0.56,0.12,1
15.2,11.971,1.1623,0,0.56,0.08,1
18.2,11.971,1.1623,0,0.56,-0.36,1
21.2,11.882,1.2656,0,0.56,6.9389e-17,1
24.2,11.882,1.2656,0,0.56,6.9389e-17,1
27.2,11.882,1.2656,0,0.56,6.9389e-17,1
30.2,11.882,1.2656,0,0.56,-0.24,1
33.2,12.105,1.436,0,0.56,-0.24,1
36.2,12.105,1.436,0,0.4,-0.16,1
39.2,11.948,1.2537,0,0.32,-0.08,1
42.2,11.948,1.2537,0,0.32,-0.16,1
45.2,12.138,1.3981,0,0.24,-0.28,1
48.2,12.037,1.3045,0,0.16,-0.2,1
51.2,12.037,1.3045,0,0.16,-0.2,1
54.2,11.824,1.2893,0,0.16,-0.44,1
57.2,11.824,1.2893,0,0.16,-0.44,1
60.2,11.824,1.2893,0,0.28,0.76,1
63.2,11.824,1.2893,0,0.28,1.04,1
66.2,11.732,1.1425,0,0.44,-0.32,1
69.2,11.732,1.1425,0,0.24,-0.28,1
72.2,11.817,1.2349,0,0.24,0.2,1
75.2,11.817,1.2349,0,0.24,-0.08,1
78.2,11.817,1.2349,0,0.24,0.56,1
81.2,11.342,1.0223,0,0.24,-0.28,1
84.2,11.841,1.1292,0,0.24,4.1633e-17,1
87.2,11.841,1.1292,0,0.24,-0.12,1
90.2,11.841,1.1292,0,0.24,-0.16,1
93.2,11.841,1.1292,0,0.24,-0.12,1
96.2,11.841,1.1292,0,0.24,-0.08,1
99.2,11.841,1.1292,0,0.24,-0.08,1
102.2,11.841,1.1292,0,0.24,-0.2,1
105.2,11.841,1.1292,0,0.24,-0.24,1
108.2,11.841,1.1292,0,0.24,-0.24,1
111.2,11.841,1.1292,0,0.24,-0.24,1
114.2,11.841,1.1292,0,0.24,-0.24,1
117.2,11.841,1.1292,0,0.24,-0.2,1
120.2,11.841,1.1292,0,0.24,-0.2,1
123.2,11.841,1.1292,0,0.24,-0.2,1
126.2,11.684,1.0893,0,0.24,-0.24,1
129.2,11.684,1.0893,0,0.4,-0.04,1
132.2,11.684,1.0893,0,0.4,-0.12,1
135.2,11.684,1.0893,0,0.4,0.24,1
138.2,11.684,1.0893,0,0.4,-0.08,1
