0.2,10.104,4.6334,0,0.8,0,1
3.2,10.165,4.6673,0,1.6,1.08,1
6.2,10.185,4.6248,0,-5.24,0,1
9.2,11.363,4.3133,0,0.72,0,1
12.2,11.979,5.5365,0,2.84,-0.2,1
15.2,11.928,5.5188,0,2.84,-0.04,1
18.2,11.866,5.496,0,2.84,1.3878e-17,1
21.2,11.893,5.5207,0,2.8,-0.2,1
24.2,11.941,5.474,0,3.36,0.2,1
27.2,11.915,5.4184,0,2.96,0.04,0
30.2,11.915,5.4184,0,2.64,-0.12,1
33.2,11.915,5.4184,0,2.64,-0.12,1
36.2,11.863,5.4544,0,3.92,-0.12,1
39.2,11.854,5.4718,-4.4409e-16,3.68,0.44,1
42.2,11.866,5.6652,0,4.16,0.04,1
45.2,11.914,5.3917,0,2.96,0.24,1
48.2,11.94,5.3787,0,-3.44,-0.2,1
51.2,11.83,5.5773,0,-2.24,-1.4,1
54.2,11.83,5.5773,0,-2.24,0.08,1
57.2,11.802,5.4676,4.4409e-16,-2.04,0.04,1
60.2,11.822,5.3441,0,-2.4,0,1
63.2,11.722,5.5587,0,-3.08,0,1
66.2,11.632,5.5296,0,-2.64,0,1
69.2,11.632,5.5296,0,-3.84,0,1
72.2,11.689,5.6652,0,-2.24,0,1
75.2,11.809,5.487,0,-3.4,-0.52,1
78.2,11.809,5.487,0,-3.16,-6.9389e-17,1
81.2,11.878,5.4511,0,-3.36,-0.2,1
84.2,11.85,5.4048,0,-3.36,0.2,1
87.2,11.85,5.4048,0,-3.12,0.08,1
90.2,11.816,5.5797,0,-3.08,0.08,1
93.2,11.809,5.4554,0,-3.36,0.04,1
96.2,11.949,5.3727,0,0.08,-0.6,1
99.2,11.949,5.3727,0,-0.72,1.3878e-17,1
102.2,11.949,5.3727,0,-0.72,1.3878e-17,1
105.2,11.949,5.3727,0,3.68,1.3878e-17,1
108.2,11.983,5.2262,0,2.8,1.3878e-17,1
111.2,11.402,5.4821,0,-3.2,0,1
114.2,11.653,5.4127,0,-3.2,0,1
117.2,11.517,5.4097,0,-3.16,0,1
120.2,11.517,5.4097,0,-3.16,0,1
123.2,11.776,5.4784,0,-3.16,0,1
126.2,11.629,5.43,0,-3.16,0,1
129.2,11.629,5.43,0,-3.16,0,1
132.2,11.754,5.4058,0,-3.4,-0.44,1
135.2,11.754,5.4058,0,-3,-0.24,1
138.2,11.754,5.4058,0,-3.2,-0.64,1
141.2,11.754,5.4058,0,-3.2,-0.04,1
144.2,11.754,5.4058,0,-3.2,-0.04,1
147.2,11.754,5.4058,0,-3.2,-0.04,1
150.2,11.754,5.4058,0,-3.2,-0.04,1
153.2,11.74,5.273,0,-4,-0.04,1
156.2,11.769,5.3726,0,-3.2,-0.56,1
159.2,11.769,5.3726,0,-3.2,0.08,1
162.2,11.719,5.4679,0,-3.2,0.08,1
165.2,11.696,5.3438,0,-3.6,-0.6,1
168.2,11.696,5.3438,0,-3.76,-0.56,1
171.2,11.68,5.3252,0,-3.36,-0.8,1
174.2,11.68,5.3252,0,-3.2,1.28,1
177.2,11.68,5.3252,0,-3.2,1.28,1
180.2,11.624,5.3367,0,-3.2,1.12,1
183.2,11.624,5.3367,0,-3.36,1.12,1
186.2,11.624,5.3367,0,-3.36,-1,1
189.2,11.653,5.4127,0,-3.2,0,1
192.2,11.653,5.4127,0,-2.64,0,1
195.2,11.701,5.347,0,-3.44,0.24,1
198.2,11.701,5.347,0,-3.28,0.08,1
201.2,11.701,5.347,0,-3.28,0.08,1
204.2,11.63,5.3092,0,-3.52,-0.6,1
207.2,11.63,5.3092,0,-3.64,-0.36,1
210.2,11.63,5.3092,0,-3.84,-0.8,1
213.2,11.471,5.4812,0,-3.16,6.9389e-17,1
216.2,11.471,5.4812,0,-3.08,0.08,1
219.2,11.471,5.4812,0,-3.08,0.08,1
222.2,11.654,5.3218,0,-3.08,0.2,1
225.2,11.534,5.3595,0,-3.04,0.08,1
228.2,11.548,5.3567,0,-3.44,-1.24,1
231.2,11.586,5.0846,0,-3.24,-0.04,1
234.2,11.586,5.0846,0,-3.48,0.2,1
237.2,11.584,5.1905,0,-3.48,0.2,1
240.2,11.536,5.1969,0,-4.28,-0.6,1
243.2,11.639,5.4128,0,-2.96,-1.04,1
246.2,11.483,5.0053,0,-4.56,-0.04,1
249.2,11.587,5.2965,0,-3.44,0.36,1
252.2,11.601,5.3242,0,-3.84,-0.4,1
255.2,11.601,5.3242,0,-3.84,1.28,1
258.2,11.601,5.3242,0,-3.84,0.92,1
261.2,11.602,5.1039,0,-4.24,-0.2,1
264.2,11.656,5.3126,0,-4.24,-0.36,1
267.2,11.577,5.2189,0,-4.48,-0.36,1
270.2,11.577,5.2189,0,-3.28,0.28,1
273.2,11.655,4.9873,0,-4,-7.12,1
276.2,11.72,5.3257,0,-3.88,-7.08,1
279.2,11.72,5.3257,0,-3.88,-7.08,1
282.2,11.72,5.3257,0,-3.48,-6.36,1
285.2,11.72,5.3257,0,-3.88,-6.88,1
288.2,11.72,5.3257,0,-3.28,-6,1
291.2,11.72,5.3257,0,-4.28,-6.76,1
294.2,12.083,5.256,0,-3.08,-6.4,1
297.2,12.083,5.256,0,-3.08,-6.4,1
300.2,11.713,5.2844,0,-3.64,-7.08,1
303.2,11.666,5.241,0,-3.64,-6.48,1
306.2,11.666,5.241,0,-2.84,-6.08,1
309.2,11.666,5.241,0,-2.44,-6.08,1
312.2,11.459,5.3857,0,-1.64,-5.64,1
315.2,11.457,5.108,0,-3.64,-6.48,1
318.2,11.369,4.7884,-4.4409e-16,-4.52,-6.36,1
321.2,11.369,4.7884,-4.4409e-16,-4.52,-6.16,1
324.2,11.369,4.7884,-4.4409e-16,-4.52,-6.16,1
327.2,11.369,4.7884,-4.4409e-16,-4.4,-5.28,1
330.2,11.44,5.2503,0,-4.52,-6.12,1
333.2,11.461,5.0144,0,-2.92,-6.12,1
336.2,11.461,5.0144,0,-2.92,-4.68,1
339.2,10.869,4.888,0,-4.92,-6.2,1
342.2,11.092,4.9684,4.4409e-16,-4.52,-6.2,1
345.2,11.202,5.1403,0,-4.6,-6.4,1
348.2,11.202,5.1403,0,-4.6,-6.28,1
351.2,11.202,5.1403,0,-4.6,-6.28,1
354.2,11.202,5.1403,0,-4.56,-6.2,1
357.2,11.202,5.1403,0,-4.2,-5.48,1
360.2,11.202,5.1403,0,-4.6,-7.36,1
363.2,11.052,5.0787,0,-5.4,-5.88,1
366.2,11.023,5.1095,0,-5,-5.76,1
369.2,11.091,5.1029,0,-3.4,-6.28,1
372.2,10.566,4.6119,0,-1.4,-6.28,1
375.2,10.202,3.793,0,-4.6,-6.28,1
378.2,10.801,4.4909,0,-5.4,-6.12,1
381.2,11.461,5.2536,0,-4.6,-7.88,1
384.2,11.174,5.4514,0,-7.36,-7.04,1
387.2,11.601,5.3681,0,-3.8,-7,1
390.2,11.651,5.3526,0,-3.4,-6.16,1
393.2,11.681,5.229,0,-3.6,-7.12,1
396.2,11.804,5.3603,0,-3.4,-6.28,1
399.2,11.863,5.4544,0,-3.72,-6.08,1
402.2,11.723,5.2494,0,-3.64,-5.92,1
405.2,11.733,5.1992,0,-4.2,-6.48,1
408.2,11.777,5.4294,0,-3.4,-6.68,1
411.2,11.704,5.2997,-4.4409e-16,-3.8,-6.6,1
414.2,11.682,5.4216,0,-3.32,-5.88,1
417.2,11.7,5.4052,4.4409e-16,-3.28,-5.88,1
420.2,11.651,5.3304,0,-3.8,-7,1
423.2,11.644,5.4776,0,-3,-7.08,1
426.2,11.672,5.4429,0,-3.2,-7.24,1
